Name,Bouboule,Coin bouboule,Coin pas ouvert,Coin ouvert mais DL aux jonctions,Coin ouvert
CHEBI:16785,,0,0,0,0,0
CHEBI:15938,,0,0,0,0,0
CHEBI:16004,,0,0,0,0,0
CHEBI:16505,,0,0,0,0,0
CHEBI:1148,,0,0,0,0,0
CHEBI:16235,,0,0,0,0,0
CHEBI:3240,,0,0,0,0,0
CHEBI:18094,,0,0,0,0,0
CHEBI:17594,,0,0,0,0,0
CHEBI:1296,,0,0,0,0,0
CHEBI:15673,,0,0,0,0,0
CHEBI:15523,,0,0,0,0,0
CHEBI:16497,,0,0,0,0,0
CHEBI:27391,,0,0,0,0,0
CHEBI:16775,,0,0,0,0,0
CHEBI:9468,,0,0,0,0,0
CHEBI:17379,,0,0,0,0,0
CHEBI:15707,,0,0,0,0,0
CHEBI:15366,,0,0,0,0,0
CHEBI:15372,,0,0,0,0,0
CHEBI:16892,,0,0,0,0,0
CHEBI:16504,,0,0,0,0,0
CHEBI:17784,,0,0,0,0,0
CHEBI:4778,,0,0,0,0,0
CHEBI:17381,,0,0,0,0,0
CHEBI:15749,,0,0,0,0,0
CHEBI:15987,,0,0,0,0,0
CHEBI:17811,,0,0,0,0,0
CHEBI:17688,,0,0,0,0,0
CHEBI:15361,,0,0,0,0,0
CHEBI:17217,,0,0,0,0,0
CHEBI:17125,,0,0,0,0,0
CHEBI:16473,,0,0,0,0,0
CHEBI:17927,,0,0,0,0,0
CHEBI:16870,,0,0,0,0,0
CHEBI:15745,,0,0,0,0,0
CHEBI:27380,,0,0,0,0,0
CHEBI:17643,,0,0,0,0,0
CHEBI:18370,,0,0,0,0,0
CHEBI:17433,,0,0,0,0,0
CHEBI:6121,,0,0,0,0,0
CHEBI:15586,,0,0,0,0,0
CHEBI:16466,,0,0,0,0,0
CHEBI:15453,,0,0,0,0,0
CHEBI:18388,,0,0,0,0,0
CHEBI:17044,,0,0,0,0,0
CHEBI:17632,,0,0,0,0,0
CHEBI:15495,,0,0,0,0,0
CHEBI:7627,,0,0,0,0,0
CHEBI:16209,,0,0,0,0,0
CHEBI:16536,,0,0,0,0,0
CHEBI:17027,,0,0,0,0,0
CHEBI:15901,,0,0,0,0,0
CHEBI:17045,,0,0,0,0,0
CHEBI:4904,,0,0,0,0,0
CHEBI:16987,,0,0,0,0,0
CHEBI:3720,,0,0,0,0,0
CHEBI:16603,,0,0,0,0,0
CHEBI:7569,,0,0,0,0,0
CHEBI:4354,,0,0,0,0,0
CHEBI:8881,,0,0,0,0,0
CHEBI:16439,,0,0,0,0,0
CHEBI:3216,4 ,1,3,2,1,2
CHEBI:15739,,0,0,0,0,0
CHEBI:15651,,0,0,0,0,0
CHEBI:17728,,0,0,0,0,0
CHEBI:15440,,0,0,0,0,0
CHEBI:16074,,0,0,0,0,0
CHEBI:18112,,0,0,0,0,0
CHEBI:18261,,0,0,0,0,0
CHEBI:18396,,0,0,0,0,0
CHEBI:16675,,0,0,0,0,0
CHEBI:16990,,0,0,0,0,0
CHEBI:16848,,0,0,0,0,0
CHEBI:17241,,0,0,0,0,0
CHEBI:17285,,0,0,0,0,0
CHEBI:17470,,0,0,0,0,0
CHEBI:27399,,0,0,0,0,0
CHEBI:25858,,0,0,0,0,0
CHEBI:17862,,0,0,0,0,0
CHEBI:16163,,0,0,0,0,0
CHEBI:17096,,0,0,0,0,0
CHEBI:1269,,0,0,0,0,0
CHEBI:15886,,0,0,0,0,0
CHEBI:17579,,0,0,0,0,0
CHEBI:17121,,0,0,0,0,0
CHEBI:17136,,0,0,0,0,0
CHEBI:15640,,0,0,0,0,0
CHEBI:18127,,0,0,0,0,0
CHEBI:17780,,0,0,0,0,0
CHEBI:15342,4 ,0,0,0,1,0
CHEBI:18083,,0,0,0,0,0
CHEBI:15621,,0,0,0,0,0
CHEBI:15724,,0,0,0,0,0
CHEBI:8048,,0,0,0,0,0
CHEBI:16595,,0,0,0,0,0
CHEBI:16383,,0,0,0,0,0
CHEBI:17165,,0,0,0,0,0
CHEBI:17132,,0,0,0,0,0
CHEBI:15936,,0,0,0,0,0
CHEBI:16791,1 ,1,4,0,0,2
CHEBI:17257,,0,0,0,0,0
CHEBI:15588,,0,0,0,0,0
CHEBI:6698,,0,0,0,0,0
CHEBI:4821,4 ,0,0,0,1,0
CHEBI:18168,,0,0,0,0,0
CHEBI:18917,,0,0,0,0,0
CHEBI:18118,,0,0,0,0,0
CHEBI:16292,,0,0,0,0,0
CHEBI:17059,,0,0,0,0,0
CHEBI:17205,,0,0,0,0,0
CHEBI:17798,,0,0,0,0,0
CHEBI:16755,,0,0,0,0,0
CHEBI:18238,,0,0,0,0,0
CHEBI:16995,,0,0,0,0,0
CHEBI:17610,,0,0,0,0,0
CHEBI:5163,,0,0,0,0,0
CHEBI:15633,,0,0,0,0,0
CHEBI:15947,,0,0,0,0,0
CHEBI:18239,,0,0,0,0,0
CHEBI:18427,,0,0,0,0,0
CHEBI:16821,,0,0,0,0,0
CHEBI:18405,,0,0,0,0,0
CHEBI:18363,,0,0,0,0,0
CHEBI:18351,,0,0,0,0,0
CHEBI:16696,,0,0,0,0,0
CHEBI:17801,,0,0,0,0,0
CHEBI:16583,,0,0,0,0,0
CHEBI:18131,,0,0,0,0,0
CHEBI:3663,,0,0,0,0,0
CHEBI:16287,,0,0,0,0,0
CHEBI:17755,,0,0,0,0,0
CHEBI:17989,,0,0,0,0,0
CHEBI:16958,,0,0,0,0,0
CHEBI:16488,,0,0,0,0,0
CHEBI:9368,,0,0,0,0,0
CHEBI:15781,,0,0,0,0,0
CHEBI:3493,,0,0,0,0,0
CHEBI:15614,,0,0,0,0,0
CHEBI:16331,,0,0,0,0,0
CHEBI:15449,,0,0,0,0,0
CHEBI:21371,,0,0,0,0,0
CHEBI:16261,,0,0,0,0,0
CHEBI:15896,,0,0,0,0,0
CHEBI:16557,,0,0,0,0,0
CHEBI:15821,,0,0,0,0,0
CHEBI:17146,,0,0,0,0,0
CHEBI:17291,,0,0,0,0,0
CHEBI:15487,,0,0,0,0,0
CHEBI:16651,,0,0,0,0,0
CHEBI:18227,,0,0,0,0,0
CHEBI:17897,,0,0,0,0,0
CHEBI:15862,,0,0,0,0,0
CHEBI:5445,,0,0,0,0,0
CHEBI:15911,,0,0,0,0,0
CHEBI:15485,,0,0,0,0,0
CHEBI:17464,,0,0,0,0,0
CHEBI:27373,,0,0,0,0,0
CHEBI:17520,,0,0,0,0,0
CHEBI:16093,,0,0,0,0,0
CHEBI:16620,,0,0,0,0,0
CHEBI:15816,,0,0,0,0,0
CHEBI:15643,,0,0,0,0,0
CHEBI:16846,,0,0,0,0,0
CHEBI:15670,,0,0,0,0,0
CHEBI:17976,,0,0,0,0,0
CHEBI:15916,,0,0,0,0,0
CHEBI:16766,,0,0,0,0,0
CHEBI:27392,,0,0,0,0,0
CHEBI:17328,,0,0,0,0,0
CHEBI:16763,,0,0,0,0,0
CHEBI:16510,,0,0,0,0,0
CHEBI:16409,,0,0,0,0,0
CHEBI:15481,,0,0,0,0,0
CHEBI:17619,,0,0,0,0,0
CHEBI:15937,,0,0,0,0,0
CHEBI:17346,,0,0,0,0,0
CHEBI:16001,,0,0,0,0,0
CHEBI:15655,,0,0,0,0,0
CHEBI:27413,,0,0,0,0,0
CHEBI:16968,,0,0,0,0,0
CHEBI:16017,,0,0,0,0,0
CHEBI:16313,,0,0,0,0,0
CHEBI:23965,,0,0,0,0,0
CHEBI:16943,,0,0,0,0,0
CHEBI:4909,,0,0,0,0,0
CHEBI:17684,,0,0,0,0,0
CHEBI:17750,,0,0,0,0,0
CHEBI:15696,,0,0,0,0,0
CHEBI:16773,,0,0,0,0,0
CHEBI:16172,,0,0,0,0,0
CHEBI:16460,,0,0,0,0,0
CHEBI:16390,,0,0,0,0,0
CHEBI:18333,,0,0,0,0,0
CHEBI:16542,,0,0,0,0,0
CHEBI:8069,,0,0,0,0,0
CHEBI:15860,,0,0,0,0,0
CHEBI:15553,,0,0,0,0,0
CHEBI:16803,,0,0,0,0,0
CHEBI:17540,,0,0,0,0,0
CHEBI:3499,,0,0,0,0,0
CHEBI:16408,1 ,1,4,0,0,2
CHEBI:16099,,0,0,0,0,0
CHEBI:17502,,0,0,0,0,0
CHEBI:4513,,0,0,0,0,0
CHEBI:16404,,0,0,0,0,0
CHEBI:16607,,0,0,0,0,0
CHEBI:15538,,0,0,0,0,0
CHEBI:16138,,0,0,0,0,0
CHEBI:17868,,0,0,0,0,0
CHEBI:17609,,0,0,0,0,0
CHEBI:16861,,0,0,0,0,0
CHEBI:17276,,0,0,0,0,0
CHEBI:16704,,0,0,0,0,0
CHEBI:16645,,0,0,0,0,0
CHEBI:19030,,0,0,0,0,0
CHEBI:17867,,0,0,0,0,0
CHEBI:9287,,0,0,0,0,0
CHEBI:15645,,0,0,0,0,0
CHEBI:18152,,0,0,0,0,0
CHEBI:17068,,0,0,0,0,0
CHEBI:16019,,0,0,0,0,0
CHEBI:16190,,0,0,0,0,0
CHEBI:9688,,0,0,0,0,0
CHEBI:17138,,0,0,0,0,0
CHEBI:15977,,0,0,0,0,0
CHEBI:17552,,0,0,0,0,0
CHEBI:15525,,0,0,0,0,0
CHEBI:17953,,0,0,0,0,0
CHEBI:16317,,0,0,0,0,0
CHEBI:16437,,0,0,0,0,0
CHEBI:17585,,0,0,0,0,0
CHEBI:15933,,0,0,0,0,0
CHEBI:165,,0,0,0,0,0
CHEBI:16871,,0,0,0,0,0
CHEBI:17550,,0,0,0,0,0
CHEBI:17485,,0,0,0,0,0
CHEBI:17026,,0,0,0,0,0
CHEBI:1233,,0,0,0,0,0
CHEBI:18243,,0,0,0,0,0
CHEBI:16797,,0,0,0,0,0
CHEBI:17945,,0,0,0,0,0
CHEBI:16582,,0,0,0,0,0
CHEBI:16628,,0,0,0,0,0
CHEBI:17039,,0,0,0,0,0
CHEBI:3994,,0,0,0,0,0
CHEBI:16384,,0,0,0,0,0
CHEBI:18429,,0,0,0,0,0
CHEBI:15603,,0,0,0,0,0
CHEBI:17709,,0,0,0,0,0
CHEBI:15717,,0,0,0,0,0
CHEBI:16885,,0,0,0,0,0
CHEBI:16471,,0,0,0,0,0
CHEBI:16097,,0,0,0,0,0
CHEBI:15396,,0,0,0,0,0
CHEBI:17791,,0,0,0,0,0
CHEBI:16213,,0,0,0,0,0
CHEBI:17036,,0,0,0,0,0
CHEBI:17573,,0,0,0,0,0
CHEBI:17735,,0,0,0,0,0
CHEBI:16487,,0,0,0,0,0
CHEBI:90,,0,0,0,0,0
CHEBI:9671,,0,0,0,0,0
CHEBI:15905,,0,0,0,0,0
CHEBI:16118,,0,0,0,0,0
CHEBI:5091,,0,0,0,0,0
CHEBI:15583,,0,0,0,0,0
CHEBI:17699,3 ,0,0,0,0,1
CHEBI:15544,,0,0,0,0,0
CHEBI:4887,,0,0,0,0,0
CHEBI:15668,,0,0,0,0,0
CHEBI:15414,,0,0,0,0,0
CHEBI:17911,,0,0,0,0,0
CHEBI:17420,,0,0,0,0,0
CHEBI:15931,,0,0,0,0,0
CHEBI:16531,,0,0,0,0,0
CHEBI:6339,,0,0,0,0,0
CHEBI:16217,,0,0,0,0,0
CHEBI:17631,,0,0,0,0,0
CHEBI:9241,,0,0,0,0,0
CHEBI:16929,,0,0,0,0,0
CHEBI:15466,,0,0,0,0,0
CHEBI:16231,,0,0,0,0,0
CHEBI:16351,,0,0,0,0,0
CHEBI:17990,,0,0,0,0,0
CHEBI:16410,,0,0,0,0,0
CHEBI:17113,,0,0,0,0,0
CHEBI:18157,,0,0,0,0,0
CHEBI:20110,,0,0,0,0,0
CHEBI:15846,,0,0,0,0,0
CHEBI:15648,,0,0,0,0,0
CHEBI:17982,,0,0,0,0,0
CHEBI:18383,,0,0,0,0,0
CHEBI:15957,,0,0,0,0,0
CHEBI:18193,,0,0,0,0,0
CHEBI:17181,,0,0,0,0,0
CHEBI:15754,,0,0,0,0,0
CHEBI:3650,,0,0,0,0,0
CHEBI:16000,,0,0,0,0,0
CHEBI:17457,,0,0,0,0,0
CHEBI:17838,,0,0,0,0,0
CHEBI:16547,,0,0,0,0,0
CHEBI:16812,,0,0,0,0,0
CHEBI:16229,,0,0,0,0,0
CHEBI:17009,,0,0,0,0,0
CHEBI:5000,,0,0,0,0,0
CHEBI:15687,,0,0,0,0,0
CHEBI:17194,,0,0,0,0,0
CHEBI:18030,,0,0,0,0,0
CHEBI:15545,,0,0,0,0,0
CHEBI:16515,,0,0,0,0,0
CHEBI:16382,,0,0,0,0,0
CHEBI:15801,,0,0,0,0,0
CHEBI:17180,,0,0,0,0,0
CHEBI:15409,,0,0,0,0,0
CHEBI:18236,,0,0,0,0,0
CHEBI:18092,,0,0,0,0,0
CHEBI:17048,,0,0,0,0,0
CHEBI:16154,,0,0,0,0,0
CHEBI:16057,,0,0,0,0,0
CHEBI:15653,,0,0,0,0,0
CHEBI:25461,,0,0,0,0,0
CHEBI:17063,,0,0,0,0,0
CHEBI:17717,,0,0,0,0,0
CHEBI:17323,,0,0,0,0,0
CHEBI:16233,,0,0,0,0,0
CHEBI:16290,,0,0,0,0,0
CHEBI:15388,,0,0,0,0,0
CHEBI:15502,,0,0,0,0,0
CHEBI:18257,,0,0,0,0,0
CHEBI:16744,,0,0,0,0,0
CHEBI:9442,,0,0,0,0,0
CHEBI:8107,,0,0,0,0,0
CHEBI:15389,,0,0,0,0,0
CHEBI:17892,,0,0,0,0,0
CHEBI:16820,,0,0,0,0,0
CHEBI:17602,,0,0,0,0,0
CHEBI:17597,,0,0,0,0,0
CHEBI:15387,,0,0,0,0,0
CHEBI:17713,,0,0,0,0,0
CHEBI:17605,,0,0,0,0,0
CHEBI:15338,,0,0,0,0,0
CHEBI:18252,,0,0,0,0,0
CHEBI:16964,,0,0,0,0,0
CHEBI:17453,,0,0,0,0,0
CHEBI:16908,,0,0,0,0,0
CHEBI:15723,,0,0,0,0,0
CHEBI:15510,,0,0,0,0,0
CHEBI:17682,,0,0,0,0,0
CHEBI:16881,,0,0,0,0,0
CHEBI:17172,,0,0,0,0,0
CHEBI:17214,,0,0,0,0,0
CHEBI:16787,,0,0,0,0,0
CHEBI:15552,,0,0,0,0,0
CHEBI:15483,,0,0,0,0,0
CHEBI:16246,,0,0,0,0,0
CHEBI:18013,,0,0,0,0,0
CHEBI:17417,,0,0,0,0,0
CHEBI:15410,,0,0,0,0,0
CHEBI:15776,,0,0,0,0,0
CHEBI:17942,,0,0,0,0,0
CHEBI:16435,,0,0,0,0,0
CHEBI:16421,,0,0,0,0,0
CHEBI:15825,,0,0,0,0,0
CHEBI:18002,,0,0,0,0,0
CHEBI:15576,,0,0,0,0,0
CHEBI:16660,,0,0,0,0,0
CHEBI:16260,,0,0,0,0,0
CHEBI:17642,,0,0,0,0,0
CHEBI:15555,,0,0,0,0,0
CHEBI:16032,,0,0,0,0,0
CHEBI:18385,,0,0,0,0,0
CHEBI:16427,,0,0,0,0,0
CHEBI:13769,,0,0,0,0,0
CHEBI:17437,,0,0,0,0,0
CHEBI:15892,,0,0,0,0,0
CHEBI:16482,,0,0,0,0,0
CHEBI:17254,,0,0,0,0,0
CHEBI:18123,,0,0,0,0,0
CHEBI:17919,,0,0,0,0,0
CHEBI:18248,,0,0,0,0,0
CHEBI:16106,,0,0,0,0,0
CHEBI:16764,,0,0,0,0,0
CHEBI:15994,,0,0,0,0,0
CHEBI:15773,,0,0,0,0,0
CHEBI:17033,,0,0,0,0,0
CHEBI:15521,,0,0,0,0,0
CHEBI:16703,,0,0,0,0,0
CHEBI:15595,,0,0,0,0,0
CHEBI:18219,,0,0,0,0,0
CHEBI:18204,,0,0,0,0,0
CHEBI:16530,,0,0,0,0,0
CHEBI:16310,,0,0,0,0,0
CHEBI:18205,,0,0,0,0,0
CHEBI:16363,,0,0,0,0,0
CHEBI:17885,,0,0,0,0,0
CHEBI:17689,,0,0,0,0,0
CHEBI:16669,,0,0,0,0,0
CHEBI:16034,,0,0,0,0,0
CHEBI:15863,,0,0,0,0,0
CHEBI:18042,,0,0,0,0,0
CHEBI:2682,,0,0,0,0,0
CHEBI:18206,,0,0,0,0,0
CHEBI:4946,,0,0,0,0,0
CHEBI:15536,,0,0,0,0,0
CHEBI:17839,,0,0,0,0,0
CHEBI:16508,,0,0,0,0,0
CHEBI:17751,,0,0,0,0,0
CHEBI:18290,,0,0,0,0,0
CHEBI:16615,,0,0,0,0,0
CHEBI:16698,,0,0,0,0,0
CHEBI:16739,,0,0,0,0,0
CHEBI:18202,,0,0,0,0,0
CHEBI:16843,,0,0,0,0,0
CHEBI:4495,,0,0,0,0,0
CHEBI:16027,,0,0,0,0,0
CHEBI:16828,,0,0,0,0,0
CHEBI:7638,,0,0,0,0,0
CHEBI:17365,,0,0,0,0,0
CHEBI:15506,,0,0,0,0,0
CHEBI:17079,,0,0,0,0,0
CHEBI:18040,,0,0,0,0,0
CHEBI:7438,,0,0,0,0,0
CHEBI:27388,,0,0,0,0,0
CHEBI:17069,,0,0,0,0,0
CHEBI:15452,,0,0,0,0,0
CHEBI:18420,,0,0,0,0,0
CHEBI:27446,,0,0,0,0,0
CHEBI:16668,,0,0,0,0,0
CHEBI:27430,,0,0,0,0,0
CHEBI:16392,,0,0,0,0,0
CHEBI:15760,,0,0,0,0,0
CHEBI:17532,,0,0,0,0,0
CHEBI:15820,,0,0,0,0,0
CHEBI:27385,,0,0,0,0,0
CHEBI:18007,,0,0,0,0,0
CHEBI:27371,,0,0,0,0,0
CHEBI:17847,,0,0,0,0,0
CHEBI:16222,,0,0,0,0,0
CHEBI:16305,,0,0,0,0,0
CHEBI:18081,,0,0,0,0,0
CHEBI:15363,,0,0,0,0,0
CHEBI:17926,,0,0,0,0,0
CHEBI:16264,,0,0,0,0,0
CHEBI:3395,,0,0,0,0,0
CHEBI:7447,,0,0,0,0,0
CHEBI:18306,,0,0,0,0,0
CHEBI:17794,,0,0,0,0,0
CHEBI:27382,,0,0,0,0,0
CHEBI:17967,,0,0,0,0,0
CHEBI:17294,,0,0,0,0,0
CHEBI:15551,,0,0,0,0,0
CHEBI:15411,,0,0,0,0,0
CHEBI:16855,,0,0,0,0,0
CHEBI:16913,,0,0,0,0,0
CHEBI:17309,,0,0,0,0,0
CHEBI:15345,,0,0,0,0,0
CHEBI:16507,,0,0,0,0,0
CHEBI:16985,,0,0,0,0,0
CHEBI:18300,,0,0,0,0,0
CHEBI:17419,,0,0,0,0,0
CHEBI:17767,,0,0,0,0,0
CHEBI:15793,,0,0,0,0,0
CHEBI:15457,,0,0,0,0,0
CHEBI:16112,,0,0,0,0,0
CHEBI:15533,,0,0,0,0,0
CHEBI:17122,,0,0,0,0,0
CHEBI:16555,,0,0,0,0,0
CHEBI:15882,,0,0,0,0,0
CHEBI:15819,,0,0,0,0,0
CHEBI:15641,,0,0,0,0,0
CHEBI:17998,,0,0,0,0,0
CHEBI:17830,,0,0,0,0,0
CHEBI:17905,,0,0,0,0,0
CHEBI:17296,,0,0,0,0,0
CHEBI:17192,,0,0,0,0,0
CHEBI:16375,,0,0,0,0,0
CHEBI:17028,,0,0,0,0,0
CHEBI:16129,,0,0,0,0,0
CHEBI:16098,,0,0,0,0,0
CHEBI:5004,,0,0,0,0,0
CHEBI:18171,,0,0,0,0,0
CHEBI:17281,,0,0,0,0,0
CHEBI:15484,,0,0,0,0,0
CHEBI:17650,,0,0,0,0,0
CHEBI:4916,,0,0,0,0,0
CHEBI:16101,,0,0,0,0,0
CHEBI:2956,,0,0,0,0,0
CHEBI:15581,,0,0,0,0,0
CHEBI:5722,,0,0,0,0,0
CHEBI:17071,,0,0,0,0,0
CHEBI:16693,,0,0,0,0,0
CHEBI:16008,,0,0,0,0,0
CHEBI:16933,,0,0,0,0,0
CHEBI:17154,,0,0,0,0,0
CHEBI:16827,,0,0,0,0,0
CHEBI:15382,,0,0,0,0,0
CHEBI:15573,,0,0,0,0,0
CHEBI:18355,,0,0,0,0,0
CHEBI:15399,,0,0,0,0,0
CHEBI:15424,,0,0,0,0,0
CHEBI:16525,,0,0,0,0,0
CHEBI:18120,,0,0,0,0,0
CHEBI:18185,,0,0,0,0,0
CHEBI:17426,,0,0,0,0,0
CHEBI:15978,,0,0,0,0,0
CHEBI:17553,,0,0,0,0,0
CHEBI:17140,,0,0,0,0,0
CHEBI:17442,,0,0,0,0,0
CHEBI:15598,,0,0,0,0,0
CHEBI:16221,,0,0,0,0,0
CHEBI:3303,,0,0,0,0,0
CHEBI:27411,,0,0,0,0,0
CHEBI:15394,,0,0,0,0,0
CHEBI:17333,,0,0,0,0,0
CHEBI:17865,,0,0,0,0,0
CHEBI:17443,,0,0,0,0,0
CHEBI:16959,,0,0,0,0,0
CHEBI:16028,,0,0,0,0,0
CHEBI:9190,,0,0,0,0,0
CHEBI:17041,,0,0,0,0,0
CHEBI:27439,,0,0,0,0,0
CHEBI:17895,,0,0,0,0,0
CHEBI:16981,,0,0,0,0,0
CHEBI:20331,,0,0,0,0,0
CHEBI:18220,,0,0,0,0,0
CHEBI:17590,,0,0,0,0,0
CHEBI:17577,,0,0,0,0,0
CHEBI:15591,,0,0,0,0,0
CHEBI:15942,,0,0,0,0,0
CHEBI:15416,,0,0,0,0,0
CHEBI:16299,,0,0,0,0,0
CHEBI:18138,,0,0,0,0,0
CHEBI:17633,,0,0,0,0,0
CHEBI:16342,,0,0,0,0,0
CHEBI:4784,,0,0,0,0,0
CHEBI:15906,,0,0,0,0,0
CHEBI:15782,,0,0,0,0,0
CHEBI:15920,,0,0,0,0,0
CHEBI:16702,,0,0,0,0,0
CHEBI:16494,,0,0,0,0,0
CHEBI:16537,,0,0,0,0,0
CHEBI:18104,,0,0,0,0,0
CHEBI:17621,,0,0,0,0,0
CHEBI:16387,,0,0,0,0,0
CHEBI:16904,,0,0,0,0,0
