Name,Bouboule,Coin bouboule,Coin pas ouvert,Coin ouvert mais DL aux jonctions,Coin ouvert
CHEBI:16777,,0,0,0,0,0
CHEBI:18246,,0,0,0,0,0
CHEBI:15792,,0,0,0,0,0
CHEBI:17672,,0,0,0,0,0
CHEBI:18183,,0,0,0,0,0
CHEBI:16737,,0,0,0,0,0
CHEBI:16126,,0,0,0,0,0
CHEBI:17081,,0,0,0,0,0
CHEBI:17941,,0,0,0,0,0
CHEBI:18091,,0,0,0,0,0
CHEBI:7476,,0,0,0,0,0
CHEBI:17652,,0,0,0,0,0
CHEBI:27387,,0,0,0,0,0
CHEBI:17252,,0,0,0,0,0
CHEBI:16654,,0,0,0,0,0
CHEBI:15765,,0,0,0,0,0
CHEBI:18069,,0,0,0,0,0
CHEBI:15413,,0,0,0,0,0
CHEBI:16989,,0,0,0,0,0
CHEBI:17915,,0,0,0,0,0
CHEBI:16315,4 ,0,0,1,1,1
CHEBI:16116,,0,0,0,0,0
CHEBI:16513,,0,0,0,0,0
CHEBI:8404,,0,0,0,0,0
CHEBI:17824,,0,0,0,0,0
CHEBI:17050,,0,0,0,0,0
CHEBI:17066,,0,0,0,0,0
CHEBI:27427,,0,0,0,0,0
CHEBI:4735,,0,0,0,0,0
CHEBI:15755,,0,0,0,0,0
CHEBI:17702,,0,0,0,0,0
CHEBI:17551,,0,0,0,0,0
CHEBI:9915,,0,0,0,0,0
CHEBI:16577,,0,0,0,0,0
CHEBI:16554,,0,0,0,0,0
CHEBI:16039,,0,0,0,0,0
CHEBI:17640,,0,0,0,0,0
CHEBI:3238,,0,0,0,0,0
CHEBI:15514,,0,0,0,0,0
CHEBI:17293,,0,0,0,0,0
CHEBI:17371,,0,0,0,0,0
CHEBI:9200,,0,0,0,0,0
CHEBI:5280,,0,0,0,0,0
CHEBI:16666,,0,0,0,0,0
CHEBI:3655,,0,0,0,0,0
CHEBI:16914,,0,0,0,0,0
CHEBI:16907,,0,0,0,0,0
CHEBI:17729,,0,0,0,0,0
CHEBI:17947,,0,0,0,0,0
CHEBI:16022,,0,0,0,0,0
CHEBI:15496,,0,0,0,0,0
CHEBI:16082,,0,0,0,0,0
CHEBI:18272,,0,0,0,0,0
CHEBI:17327,,0,0,0,0,0
CHEBI:17725,,0,0,0,0,0
CHEBI:16905,,0,0,0,0,0
CHEBI:16558,,0,0,0,0,0
CHEBI:15529,,0,0,0,0,0
CHEBI:7622,,0,0,0,0,0
CHEBI:20367,,0,0,0,0,0
CHEBI:17759,,0,0,0,0,0
CHEBI:15520,,0,0,0,0,0
CHEBI:17740,,0,0,0,0,0
CHEBI:17681,,0,0,0,0,0
CHEBI:16070,,0,0,0,0,0
CHEBI:15335,,0,0,0,0,0
CHEBI:18048,,0,0,0,0,0
CHEBI:16824,,0,0,0,0,0
CHEBI:16426,,0,0,0,0,0
CHEBI:15712,,0,0,0,0,0
CHEBI:17380,,0,0,0,0,0
CHEBI:15439,,0,0,0,0,0
CHEBI:17975,,0,0,0,0,0
CHEBI:10127,,0,0,0,0,0
CHEBI:15476,,0,0,0,0,0
CHEBI:15823,,0,0,0,0,0
CHEBI:17913,,0,0,0,0,0
CHEBI:15900,,0,0,0,0,0
CHEBI:15654,,0,0,0,0,0
CHEBI:15530,,0,0,0,0,0
CHEBI:17225,2 ,0,0,1,0,0
CHEBI:8802,,0,0,0,0,0
CHEBI:17477,,0,0,0,0,0
CHEBI:16832,,0,0,0,0,0
CHEBI:10429,,0,0,0,0,0
CHEBI:17568,,0,0,0,0,0
CHEBI:16204,,0,0,0,0,0
CHEBI:16205,,0,0,0,0,0
CHEBI:16789,,0,0,0,0,0
CHEBI:16344,,0,0,0,0,0
CHEBI:16355,,0,0,0,0,0
CHEBI:17630,,0,0,0,0,0
CHEBI:15584,,0,0,0,0,0
CHEBI:17013,,0,0,0,0,0
CHEBI:16809,,0,0,0,0,0
CHEBI:17331,,0,0,0,0,0
CHEBI:17618,,0,0,0,0,0
CHEBI:16081,,0,0,0,0,0
CHEBI:16298,,0,0,0,0,0
CHEBI:18255,,0,0,0,0,0
CHEBI:27394,,0,0,0,0,0
CHEBI:18336,,0,0,0,0,0
CHEBI:9332,,0,0,0,0,0
CHEBI:15740,,0,0,0,0,0
CHEBI:27450,,0,0,0,0,0
CHEBI:15738,4 ,0,0,0,2,0
CHEBI:16225,,0,0,0,0,0
CHEBI:16200,,0,0,0,0,0
CHEBI:17959,,0,0,0,0,0
CHEBI:8029,,0,0,0,0,0
CHEBI:15851,,0,0,0,0,0
CHEBI:16854,,0,0,0,0,0
CHEBI:18367,,0,0,0,0,0
CHEBI:17034,,0,0,0,0,0
CHEBI:17011,,0,0,0,0,0
CHEBI:2469,,0,0,0,0,0
CHEBI:16309,,0,0,0,0,0
CHEBI:3640,,0,0,0,0,0
CHEBI:18217,,0,0,0,0,0
CHEBI:16058,,0,0,0,0,0
CHEBI:18393,,0,0,0,0,0
CHEBI:15940,,0,0,0,0,0
CHEBI:15501,,0,0,0,0,0
CHEBI:16226,,0,0,0,0,0
CHEBI:17677,,0,0,0,0,0
CHEBI:17803,,0,0,0,0,0
CHEBI:15474,,0,0,0,0,0
CHEBI:18165,,0,0,0,0,0
CHEBI:15881,,0,0,0,0,0
CHEBI:18088,,0,0,0,0,0
CHEBI:16810,,0,0,0,0,0
CHEBI:17588,,0,0,0,0,0
CHEBI:15980,,0,0,0,0,0
CHEBI:15861,,0,0,0,0,0
CHEBI:17546,,0,0,0,0,0
CHEBI:17173,,0,0,0,0,0
CHEBI:15992,,0,0,0,0,0
CHEBI:16545,,0,0,0,0,0
CHEBI:17987,,0,0,0,0,0
CHEBI:27435,,0,0,0,0,0
CHEBI:15964,,0,0,0,0,0
CHEBI:17486,,0,0,0,0,0
CHEBI:16619,,0,0,0,0,0
CHEBI:19500,,0,0,0,0,0
CHEBI:17056,,0,0,0,0,0
CHEBI:16199,,0,0,0,0,0
CHEBI:15718,,0,0,0,0,0
CHEBI:15961,,0,0,0,0,0
CHEBI:16169,,0,0,0,0,0
CHEBI:16683,,0,0,0,0,0
CHEBI:18010,,0,0,0,0,0
CHEBI:16596,,0,0,0,0,0
CHEBI:17765,,0,0,0,0,0
CHEBI:16042,,0,0,0,0,0
CHEBI:16349,,0,0,0,0,0
CHEBI:18107,,0,0,0,0,0
CHEBI:16214,,0,0,0,0,0
CHEBI:16425,0 ,1,3,0,0,0
CHEBI:10353,,0,0,0,0,0
CHEBI:15444,,0,0,0,0,0
CHEBI:16792,,0,0,0,0,0
CHEBI:16738,,0,0,0,0,0
CHEBI:18349,,0,0,0,0,0
CHEBI:18146,,0,0,0,0,0
CHEBI:6631,,0,0,0,0,0
CHEBI:17073,,0,0,0,0,0
CHEBI:18053,,0,0,0,0,0
CHEBI:15885,,0,0,0,0,0
CHEBI:17229,,0,0,0,0,0
CHEBI:17566,,0,0,0,0,0
CHEBI:8653,,0,0,0,0,0
CHEBI:15672,,0,0,0,0,0
CHEBI:16077,,0,0,0,0,0
CHEBI:16616,,0,0,0,0,0
CHEBI:21363,,0,0,0,0,0
CHEBI:15877,,0,0,0,0,0
CHEBI:16076,,0,0,0,0,0
CHEBI:17260,,0,0,0,0,0
CHEBI:16183,,0,0,0,0,0
CHEBI:2914,,0,0,0,0,0
CHEBI:15575,,0,0,0,0,0
CHEBI:4075,,0,0,0,0,0
CHEBI:17052,,0,0,0,0,0
CHEBI:18151,,0,0,0,0,0
CHEBI:16402,,0,0,0,0,0
CHEBI:3243,2 ,0,0,1,0,0
CHEBI:17064,,0,0,0,0,0
CHEBI:18147,,0,0,0,0,0
CHEBI:16751,,0,0,0,0,0
CHEBI:17051,,0,0,0,0,0
CHEBI:15390,,0,0,0,0,0
CHEBI:15608,,0,0,0,0,0
CHEBI:16388,,0,0,0,0,0
CHEBI:15630,,0,0,0,0,0
CHEBI:16893,,0,0,0,0,0
CHEBI:15666,,0,0,0,0,0
CHEBI:16166,,0,0,0,0,0
CHEBI:16188,,0,0,0,0,0
CHEBI:16422,,0,0,0,0,0
CHEBI:16049,,0,0,0,0,0
CHEBI:8489,,0,0,0,0,0
CHEBI:17747,,0,0,0,0,0
CHEBI:17771,,0,0,0,0,0
CHEBI:18281,,0,0,0,0,0
CHEBI:15376,,0,0,0,0,0
CHEBI:15534,,0,0,0,0,0
CHEBI:16910,,0,0,0,0,0
CHEBI:16534,,0,0,0,0,0
CHEBI:15612,,0,0,0,0,0
CHEBI:17613,,0,0,0,0,0
CHEBI:16440,,0,0,0,0,0
CHEBI:16436,,0,0,0,0,0
CHEBI:15468,,0,0,0,0,0
CHEBI:18403,,0,0,0,0,0
CHEBI:16275,,0,0,0,0,0
CHEBI:16944,,0,0,0,0,0
CHEBI:16266,,0,0,0,0,0
CHEBI:15589,,0,0,0,0,0
CHEBI:15979,,0,0,0,0,0
CHEBI:16084,,0,0,0,0,0
CHEBI:3732,,0,0,0,0,0
CHEBI:17659,,0,0,0,0,0
CHEBI:17857,,0,0,0,0,0
CHEBI:16517,,0,0,0,0,0
CHEBI:9599,,0,0,0,0,0
CHEBI:16761,,0,0,0,0,0
CHEBI:17934,,0,0,0,0,0
CHEBI:18277,,0,0,0,0,0
CHEBI:16817,,0,0,0,0,0
CHEBI:15975,,0,0,0,0,0
CHEBI:17167,,0,0,0,0,0
CHEBI:15625,,0,0,0,0,0
CHEBI:15632,,0,0,0,0,0
CHEBI:17303,4 ,0,0,1,1,1
CHEBI:17236,,0,0,0,0,0
CHEBI:15763,,0,0,0,0,0
CHEBI:16490,,0,0,0,0,0
CHEBI:15593,,0,0,0,0,0
CHEBI:15730,,0,0,0,0,0
CHEBI:15690,,0,0,0,0,0
CHEBI:17432,,0,0,0,0,0
CHEBI:15686,,0,0,0,0,0
CHEBI:18258,,0,0,0,0,0
CHEBI:15350,,0,0,0,0,0
CHEBI:16606,,0,0,0,0,0
CHEBI:17787,,0,0,0,0,0
CHEBI:17789,,0,0,0,0,0
CHEBI:15831,,0,0,0,0,0
CHEBI:17335,,0,0,0,0,0
CHEBI:17429,,0,0,0,0,0
CHEBI:16690,,0,0,0,0,0
CHEBI:17977,,0,0,0,0,0
CHEBI:16713,,0,0,0,0,0
CHEBI:16804,,0,0,0,0,0
CHEBI:16368,,0,0,0,0,0
CHEBI:3213,,0,0,0,0,0
CHEBI:17175,,0,0,0,0,0
CHEBI:17270,,0,0,0,0,0
CHEBI:15362,,0,0,0,0,0
CHEBI:16446,,0,0,0,0,0
CHEBI:16125,,0,0,0,0,0
CHEBI:16576,,0,0,0,0,0
CHEBI:17425,,0,0,0,0,0
CHEBI:5186,,0,0,0,0,0
CHEBI:15758,,0,0,0,0,0
CHEBI:15540,,0,0,0,0,0
CHEBI:16459,,0,0,0,0,0
CHEBI:17515,,0,0,0,0,0
CHEBI:16468,,0,0,0,0,0
CHEBI:17727,,0,0,0,0,0
CHEBI:16783,,0,0,0,0,0
CHEBI:17968,,0,0,0,0,0
CHEBI:16572,,0,0,0,0,0
CHEBI:16684,,0,0,0,0,0
CHEBI:17696,,0,0,0,0,0
CHEBI:15716,,0,0,0,0,0
CHEBI:21374,,0,0,0,0,0
CHEBI:27449,,0,0,0,0,0
CHEBI:17541,,0,0,0,0,0
CHEBI:15494,,0,0,0,0,0
CHEBI:16046,,0,0,0,0,0
CHEBI:15420,,0,0,0,0,0
CHEBI:16147,3 ,0,0,0,0,1
CHEBI:17961,,0,0,0,0,0
CHEBI:17053,,0,0,0,0,0
CHEBI:17704,,0,0,0,0,0
CHEBI:10216,,0,0,0,0,0
CHEBI:18321,,0,0,0,0,0
CHEBI:15609,,0,0,0,0,0
CHEBI:16300,,0,0,0,0,0
CHEBI:17562,,0,0,0,0,0
CHEBI:4315,,0,0,0,0,0
CHEBI:15695,,0,0,0,0,0
CHEBI:17939,,0,0,0,0,0
CHEBI:17289,,0,0,0,0,0
CHEBI:17700,,0,0,0,0,0
CHEBI:4031,,0,0,0,0,0
CHEBI:15753,,0,0,0,0,0
CHEBI:17844,,0,0,0,0,0
CHEBI:17377,,0,0,0,0,0
CHEBI:17290,,0,0,0,0,0
CHEBI:16829,1 ,1,3,0,0,0
CHEBI:15727,,0,0,0,0,0
CHEBI:16068,,0,0,0,0,0
CHEBI:9334,,0,0,0,0,0
CHEBI:27465,,0,0,0,0,0
CHEBI:15512,,0,0,0,0,0
CHEBI:15802,,0,0,0,0,0
CHEBI:20414,,0,0,0,0,0
CHEBI:15833,,0,0,0,0,0
CHEBI:16723,,0,0,0,0,0
CHEBI:15344,,0,0,0,0,0
CHEBI:17861,,0,0,0,0,0
CHEBI:15567,,0,0,0,0,0
CHEBI:18203,,0,0,0,0,0
CHEBI:15638,,0,0,0,0,0
CHEBI:16808,,0,0,0,0,0
CHEBI:16400,,0,0,0,0,0
CHEBI:17648,,0,0,0,0,0
CHEBI:15768,,0,0,0,0,0
CHEBI:17454,,0,0,0,0,0
CHEBI:15685,,0,0,0,0,0
CHEBI:27418,,0,0,0,0,0
CHEBI:17305,,0,0,0,0,0
CHEBI:15761,,0,0,0,0,0
CHEBI:18128,,0,0,0,0,0
CHEBI:17920,,0,0,0,0,0
CHEBI:17494,,0,0,0,0,0
CHEBI:16653,,0,0,0,0,0
CHEBI:15662,,0,0,0,0,0
CHEBI:16433,,0,0,0,0,0
CHEBI:17685,0 ,1,0,0,0,0
CHEBI:17472,,0,0,0,0,0
CHEBI:17058,,0,0,0,0,0
CHEBI:16512,,0,0,0,0,0
CHEBI:17314,,0,0,0,0,0
CHEBI:3567,,0,0,0,0,0
CHEBI:15446,,0,0,0,0,0
CHEBI:17440,,0,0,0,0,0
CHEBI:17852,,0,0,0,0,0
CHEBI:15729,,0,0,0,0,0
CHEBI:16239,,0,0,0,0,0
CHEBI:17311,,0,0,0,0,0
CHEBI:15775,,0,0,0,0,0
CHEBI:16389,,0,0,0,0,0
CHEBI:17074,,0,0,0,0,0
CHEBI:18347,,0,0,0,0,0
CHEBI:16184,2 ,0,0,1,0,0
CHEBI:16840,,0,0,0,0,0
CHEBI:4786,,0,0,0,0,0
CHEBI:16354,,0,0,0,0,0
CHEBI:17111,,0,0,0,0,0
CHEBI:17733,,0,0,0,0,0
CHEBI:17164,,0,0,0,0,0
CHEBI:15620,,0,0,0,0,0
CHEBI:18332,,0,0,0,0,0
CHEBI:18391,,0,0,0,0,0
CHEBI:16445,,0,0,0,0,0
CHEBI:15682,,0,0,0,0,0
CHEBI:16316,,0,0,0,0,0
CHEBI:18073,4 ,0,0,0,8,0
CHEBI:16567,,0,0,0,0,0
CHEBI:15757,,0,0,0,0,0
CHEBI:15442,,0,0,0,0,0
CHEBI:18356,,0,0,0,0,0
CHEBI:16452,,0,0,0,0,0
CHEBI:16029,,0,0,0,0,0
CHEBI:16521,,0,0,0,0,0
CHEBI:17038,,0,0,0,0,0
CHEBI:16694,,0,0,0,0,0
CHEBI:16469,,0,0,0,0,0
CHEBI:17606,,0,0,0,0,0
CHEBI:16311,,0,0,0,0,0
CHEBI:18377,,0,0,0,0,0
CHEBI:15809,,0,0,0,0,0
CHEBI:17858,,0,0,0,0,0
CHEBI:17224,,0,0,0,0,0
CHEBI:18392,,0,0,0,0,0
CHEBI:17448,,0,0,0,0,0
CHEBI:16218,,0,0,0,0,0
CHEBI:27384,,0,0,0,0,0
CHEBI:8691,2 ,0,0,1,0,1
CHEBI:16119,,0,0,0,0,0
CHEBI:16858,,0,0,0,0,0
CHEBI:16206,,0,0,0,0,0
CHEBI:16938,,0,0,0,0,0
CHEBI:15858,,0,0,0,0,0
CHEBI:3743,0 ,1,0,0,0,0
CHEBI:17978,,0,0,0,0,0
CHEBI:16065,,0,0,0,0,0
CHEBI:4551,,0,0,0,0,0
CHEBI:16269,,0,0,0,0,0
CHEBI:25459,0 ,1,0,0,0,0
CHEBI:15490,,0,0,0,0,0
CHEBI:15422,,0,0,0,0,0
CHEBI:15524,,0,0,0,0,0
CHEBI:17148,,0,0,0,0,0
CHEBI:16486,,0,0,0,0,0
CHEBI:18105,,0,0,0,0,0
CHEBI:18198,,0,0,0,0,0
CHEBI:7934,,0,0,0,0,0
CHEBI:15970,,0,0,0,0,0
CHEBI:27376,,0,0,0,0,0
CHEBI:17500,,0,0,0,0,0
CHEBI:17240,,0,0,0,0,0
CHEBI:18177,,0,0,0,0,0
CHEBI:16974,,0,0,0,0,0
CHEBI:15508,,0,0,0,0,0
CHEBI:17361,,0,0,0,0,0
CHEBI:18225,,0,0,0,0,0
CHEBI:16758,,0,0,0,0,0
CHEBI:16891,,0,0,0,0,0
CHEBI:17204,,0,0,0,0,0
CHEBI:17150,,0,0,0,0,0
CHEBI:15384,,0,0,0,0,0
CHEBI:15795,,0,0,0,0,0
CHEBI:17802,,0,0,0,0,0
CHEBI:6759,,0,0,0,0,0
CHEBI:17795,,0,0,0,0,0
CHEBI:16875,,0,0,0,0,0
CHEBI:15721,,0,0,0,0,0
CHEBI:15400,,0,0,0,0,0
CHEBI:16449,,0,0,0,0,0
CHEBI:15715,,0,0,0,0,0
CHEBI:17719,,0,0,0,0,0
CHEBI:17994,,0,0,0,0,0
CHEBI:16953,,0,0,0,0,0
CHEBI:17329,,0,0,0,0,0
CHEBI:17367,,0,0,0,0,0
CHEBI:17724,,0,0,0,0,0
CHEBI:18211,,0,0,0,0,0
CHEBI:2955,,0,0,0,0,0
CHEBI:16947,,0,0,0,0,0
CHEBI:16475,,0,0,0,0,0
CHEBI:18266,,0,0,0,0,0
CHEBI:17924,,0,0,0,0,0
CHEBI:17745,,0,0,0,0,0
CHEBI:17695,,0,0,0,0,0
CHEBI:16356,,0,0,0,0,0
CHEBI:17168,,0,0,0,0,0
CHEBI:3697,,0,0,0,0,0
CHEBI:15700,,0,0,0,0,0
CHEBI:18117,,0,0,0,0,0
CHEBI:3048,,0,0,0,0,0
CHEBI:17954,,0,0,0,0,0
CHEBI:18378,,0,0,0,0,0
CHEBI:16734,,0,0,0,0,0
CHEBI:15871,,0,0,0,0,0
CHEBI:15500,,0,0,0,0,0
CHEBI:17278,,0,0,0,0,0
CHEBI:17306,,0,0,0,0,0
CHEBI:26533,,0,0,0,0,0
CHEBI:17760,,0,0,0,0,0
CHEBI:17899,,0,0,0,0,0
CHEBI:16823,,0,0,0,0,0
CHEBI:15430,,0,0,0,0,0
CHEBI:27393,,0,0,0,0,0
CHEBI:16397,,0,0,0,0,0
CHEBI:16706,,0,0,0,0,0
CHEBI:17399,,0,0,0,0,0
CHEBI:18052,,0,0,0,0,0
CHEBI:16083,,0,0,0,0,0
CHEBI:17512,,0,0,0,0,0
CHEBI:16697,,0,0,0,0,0
CHEBI:15709,,0,0,0,0,0
CHEBI:3084,,0,0,0,0,0
CHEBI:18265,,0,0,0,0,0
CHEBI:15743,,0,0,0,0,0
CHEBI:18253,,0,0,0,0,0
CHEBI:17100,,0,0,0,0,0
CHEBI:15859,,0,0,0,0,0
CHEBI:10050,,0,0,0,0,0
CHEBI:2453,,0,0,0,0,0
CHEBI:17917,,0,0,0,0,0
CHEBI:17768,,0,0,0,0,0
CHEBI:16296,,0,0,0,0,0
CHEBI:15650,,0,0,0,0,0
CHEBI:18162,,0,0,0,0,0
CHEBI:18422,,0,0,0,0,0
CHEBI:15624,,0,0,0,0,0
CHEBI:17890,,0,0,0,0,0
CHEBI:17216,,0,0,0,0,0
CHEBI:15531,,0,0,0,0,0
CHEBI:17705,,0,0,0,0,0
CHEBI:15667,,0,0,0,0,0
CHEBI:15836,,0,0,0,0,0
CHEBI:17807,,0,0,0,0,0
CHEBI:16271,0 ,1,0,0,0,0
CHEBI:27422,,0,0,0,0,0
CHEBI:16164,,0,0,0,0,0
CHEBI:15493,,0,0,0,0,0
CHEBI:18226,,0,0,0,0,0
CHEBI:15919,,0,0,0,0,0
CHEBI:15471,,0,0,0,0,0
CHEBI:15710,,0,0,0,0,0
CHEBI:17772,,0,0,0,0,0
CHEBI:15480,,0,0,0,0,0
CHEBI:17528,,0,0,0,0,0
CHEBI:16348,,0,0,0,0,0
CHEBI:15676,,0,0,0,0,0
CHEBI:9611,,0,0,0,0,0
CHEBI:16977,,0,0,0,0,0
CHEBI:17601,,0,0,0,0,0
CHEBI:16187,,0,0,0,0,0
CHEBI:16726,,0,0,0,0,0
CHEBI:15972,,0,0,0,0,0
CHEBI:17259,,0,0,0,0,0
CHEBI:17948,,0,0,0,0,0
CHEBI:17015,,0,0,0,0,0
CHEBI:9605,,0,0,0,0,0
CHEBI:16945,,0,0,0,0,0
CHEBI:17083,,0,0,0,0,0
CHEBI:27442,,0,0,0,0,0
CHEBI:18207,,0,0,0,0,0
CHEBI:17396,,0,0,0,0,0
CHEBI:18430,3 ,0,0,0,0,1
CHEBI:16441,,0,0,0,0,0
CHEBI:15874,,0,0,0,0,0
CHEBI:17721,,0,0,0,0,0
CHEBI:18136,,0,0,0,0,0
CHEBI:15777,,0,0,0,0,0
CHEBI:16114,,0,0,0,0,0
CHEBI:6538,,0,0,0,0,0
CHEBI:16428,,0,0,0,0,0
CHEBI:15629,,0,0,0,0,0
CHEBI:15541,,0,0,0,0,0
CHEBI:16782,,0,0,0,0,0
CHEBI:17390,,0,0,0,0,0
CHEBI:27433,,0,0,0,0,0
CHEBI:18049,,0,0,0,0,0
CHEBI:18116,,0,0,0,0,0
CHEBI:17820,,0,0,0,0,0
CHEBI:18229,,0,0,0,0,0
CHEBI:20384,,0,0,0,0,0
CHEBI:16950,,0,0,0,0,0
CHEBI:2762,,0,0,0,0,0
CHEBI:16852,,0,0,0,0,0
CHEBI:16259,,0,0,0,0,0
CHEBI:16856,,0,0,0,0,0
CHEBI:18110,,0,0,0,0,0
CHEBI:17790,,0,0,0,0,0
CHEBI:18167,,0,0,0,0,0
CHEBI:27459,,0,0,0,0,0
CHEBI:17468,,0,0,0,0,0
CHEBI:16724,,0,0,0,0,0
